Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
The Loner (24-Bit Mastering) (2001 Digital Remaster),Jean-Luc Ponty,2001,nan,251.71546,166.638
West Of Her Spine,Bell X1,2004,0.711918188,199.83628,121.937
Pain Patrol,Dream Evil,2008,0.549472919,194.87302,139.87
Terra&,Samsas Traum,2001,0.525617867,147.85261,90.403
Brustna hjärtans patrull,Lustans Lakejer,1989,nan,227.57832,125.336
Today Sunshine Ain't The Same,Nahemah,2007,0.443291312,405.89016,110.005
Smile & Joy,LMS,2003,0.417313803,229.27628,181.014
Machine Gun,Jimi Hendrix,1970,nan,759.35302,136.636
Al Despertar,Ana Belén,1980,0,245.81179,146.286
Paranoid,Atari Teenage Riot,1997,nan,180.71465,83.007
Wasted Years,Epsilon Minus,2002,0.463876192,260.54485,135.121
Trav'lin' Light,Queen Latifah,2009,0.519673508,243.04281,95.922
Elvis Hansen,Åge Aleksandersen,2002,nan,218.46159,160.016
Drifting Along,ERSKINE HAWKINS,2005,nan,206.99383,83.866
Meduzz,Infected Mushroom,2004,0.648463145,402.07628,144.997
Breaking The Silence,Firewind,2006,0.66590112,242.65098,92.558
Mania,Alex North_ Jerry Goldsmith_ The National Philharmonic Orchestra,1977,nan,119.64036,137.422
Decorated Dunce,Kill The Client,2005,nan,52.53179,103.254
Unseasonably Sad,The Heavy Blinkers,2004,0.270746494,183.09179,109.807
Patriot Act,Report Suspicious Activity,2005,0.270775999,203.49342,189.966
"Success (12"" Mix)",Dannii Minogue,2009,0.229871658,445.43955,110.177
Country Road,Jack Johnson / Paula Fuga,2009,0.657723051,178.33751,117.196
96 Tears,Garland Jeffreys,1999,nan,184.94649,117.619
Maggie May,Wet Wet Wet,1989,0.494489518,362.60526,124.025
"Out Of This World (From ""Out Of This World"")",Lena Horne,1956,0,219.92444,134.293
I'll Be Gone Babe,Papa Charlie Jackson,1991,nan,189.30893,147.154
Un Peu De Respect,Lady Laistee / Diam's,2002,0,193.33179,110.911
Silent dream,Rhapsody of Fire,2006,nan,230.66077,114.983
Theater Of The Absurd,Decadence,2006,nan,283.11465,212.108
Sample Dat Ass,Chingy Featuring Murphy Lee,2003,0.425124658,305.162,100.034
The Black Crow Keeps on Flying,Kelly Joe Phelps,1994,0.299877488,257.14893,142.265
La révolte des profondeurs,Art Zoyd,2007,nan,109.92281,122.535
I'll Innonculate The World With The Virus Of My Disillusionment,From First to Last,2010,0.549998637,271.17669,112.72
Hemorragie,Bakar,2008,nan,228.67546,91.022
I Am The Light,The Gruesome Twosome (DJ Morpheus+Bertrand Burgalat),1993,0.40168294,227.44771,119.858
Arnold Layne,David Gilmour Featuring David Bowie,2006,0.49271364,241.89342,136.031
You're The Top,Cole Porter,1988,nan,267.49342,89.421
Can You Feel it,Rivera Rotation feat. Roger Cicero,2005,0.355285536,470.88281,94.187
Cotton's Sermon,Boud Deun,1998,nan,113.97179,175.993
Motystrophe (20 Bit Mastering) (1998 Digital Remaster),Cecil Taylor,1998,nan,616.33261,143.263
Takin' Money (Skit),Ruff Ryders,1999,0.445454525,39.91465,130.478
Pra Gente Passear,Papas Da Língua,2004,0.47643522,277.2371,78.051
Every Grave (Is a Garden) (Album),Falling Into Place,2005,nan,156.31628,156.979
Jolanta,Earl Klugh,1978,nan,183.92771,182.069
Velvet Nights,Nestor Torres,2000,nan,252.42077,99.95
Orange Juice Blues (Blues For Breakfast)(Outtake Demo) (2000 Digital Remaster),The Band,1968,nan,218.17424,103.875
Time,Milk Inc.,2003,0.627417806,192.39138,139.985
Daxstrong,themselves,2009,0.5174167,217.23383,192.008
Brooklyn Took It,Jeru The Damaja,1994,0.707782975,202.60526,178.475
Revolution,Nevada Tan,2007,nan,352.62649,124.012
Cup of Tea from the End,Piskie Sits,2010,nan,222.95465,138.299
Speeding Slowly,Scott Matthews,2009,0.582918458,242.25914,103.832
We Go Together,The Cheeky Girls,2003,0,167.44444,223.911
Ana y Choni,Los Ronaldos,1987,nan,185.25995,160.555
I Can't Resist,Rosanne Cash,1981,nan,206.18404,70.482
Riders In The Sky (Album Version),Michael Martin Murphey,1993,nan,208.74404,100.842
Let's Face The Music And Dance,Fred Astaire,1994,nan,143.43791,177.855
Consolation,Bob Margolin,2004,0.427446571,210.57261,66.636
Dirty dance,Treponem Pal,2008,0.304169503,267.78077,89.983
Dee On,DJ Babu,2007,0.439525605,72.77669,177.61
Slnko,Jana Kirschner,2003,0.360370583,238.44526,124.348
Just Like That,Eric Darius,2008,0.460484845,224.07791,102.911
B-A-B-Y,Carla Thomas,1966,nan,309.75955,126.68
Here She Comes,Bonnie Tyler,1984,nan,214.04689,103.582
Paradise (Will Shine Like The Moon),The Mission,1990,0.299877488,233.92608,118.54
Be-Headed (Marathon Man),From First to Last,2008,0.612253537,223.63383,166.968
Tributo A Las Potencias De Africa,Colombiafrica - The Mystic Orchestra,2007,0.203684842,72.61995,117.937
Get Up_ Stand Up,Peter Tosh,1977,0.829941822,208.14322,138.768
Rat On A Sinking Ship,Dog Fashion Disco,2004,nan,196.96281,150.017
Some Say  (Fighting Jacks Album Version),Fighting Jacks,2003,0.191414588,204.90404,178.346
Making Me Money,Jacknife Lee,2007,nan,385.09669,127.99
Liquid Nite,Avancada,2000,nan,424.75057,138.831
Sweet Georgia Brown,Ella Fitzgerald / Count Basie Big Band,1966,nan,187.92444,89.811
Smoke Gets In Your Eyes,Eartha Kitt,1957,nan,180.68853,73.277
Popsicle,New Kids On The Block,1986,0.400039657,287.52934,138.138
Wild One,Cracker,1998,0.405115722,264.48934,110.172
The Denial Twist,Nikka Costa,2008,0.360370583,169.45587,173.55
Meu Reino,Biquini Cavadão,1989,0.54005084,239.25506,119.849
Cocaina,Busta Rhymes / Marsha of Floetry,2006,0.562733724,212.34893,86.065
Liege Mg,Scraps Of Tape,2007,nan,308.55791,106.596
Platin & Gold,1. Futurologischer Congress,1982,0,178.78159,136.783
After All (Love Theme From Chances Are),Cher / Peter Cetera,1989,0.700885622,244.4273,137.947
The Surface Of Things,Early Day Miners,2009,0.538033446,382.6673,109.006
Under Cover Feat Nada,California Sunshine,2000,nan,456.61995,145.017
Valtatie,J. Karjalainen Electric Sauna,2002,nan,292.10077,127.975
Souffles H (King Street Club Mix: Mondo Grosso Re-Edit),Mondo Grosso,2004,nan,506.33098,128.932
(Cat's Clause),Lower Class Brats,2006,0.355285536,149.44608,144.87
Tutto Bene,Negrita,2005,0.400039657,227.34322,93.95
I Hate Myself,Offenders,1984,0.360370583,116.94975,116.619
Brave Face,Delta Goodrem,2007,0.625183501,225.93261,94.022
Disarry,32 Leaves,2009,nan,162.14159,166.047
Like Me,Colt Ford,2008,0.464173992,223.18975,97.494
Dark Outside,Sigmatropic,2007,0,351.7122,98.011
The Clap,Lexy & K-Paul Feat. Das Bo,2007,0,415.4771,125.998
Rules Of Corruption,Mekong Delta,2007,nan,324.98893,139.991
Billie Rude Boy,Kalle Baah,2006,0.508289106,210.33751,87.723
Casamiento De Negros,Violeta Parra,2003,nan,104.25424,161.788
Flight Of Icarus (Live) (1998 Digital Remaster),Iron Maiden,1985,nan,207.96036,130.944
When Heroes Change Professions,Gentleman Reg,2009,0.419674279,200.41098,111.713
Keep It Moving,Klashnekoff,2010,0.368698446,236.14649,173.521
Il Mio Fiore Nero,Patty Pravo,2009,nan,170.1873,124.572
Heaven (Buscemi's Afroclub Remix),Bitter:Sweet,2006,0.44082644,321.67138,119.982
H.O.O.D,Masta Ace,2004,0.672121944,219.24526,84.682
Rock And Roll Dreams Come Through,Jim Steinman,1981,0.655953232,388.98893,110.433
Werewolf,Devils Whorehouse,2009,nan,272.79628,115.58
Live Together,Lisa Stansfield,1989,nan,369.55383,121.322
Lamplight,David Essex,1973,nan,174.96771,160.069
Thoughts About Roxanne,John Mayall,1969,nan,501.89016,45.297
Makin' Whoopee,Julie London,1959,0.428702263,126.32771,102.197
I Stayed Away Too Long (LP Version),Clarence Carter,1992,0.427446571,162.92526,71.254
Viewpoint,Joel Mull,2009,0.407901717,498.33751,126.007
A la Escucha,Esplendor Geométrico,2009,0.331434758,397.26975,50.615
Can't Get Away With Anything,Don's Mobile Barbers,2006,nan,398.0273,57.099
Chance Dub,Cobblestone Jazz,2010,0.587954991,461.94893,129.999
The Last Song,Above The Law,1990,nan,382.04036,186.341
Secrets,Sunscreem,1996,nan,491.98975,124.996
I Lost My Heart At The Fairground,Glenda Collins,1997,nan,157.57016,142.592
Alley Oop,Hollywood Argyles,1960,nan,166.32118,130.808
Till' Ab Joe,Kool Savas feat. Illmat!c,2002,nan,263.44444,92.903
Ain't Gonna Worry No More,Peter Case,2007,0.409672457,373.05424,179.54
Stereo,Max De Castro,2005,0.260709171,313.70404,97.311
Ourania,Univeria Zekt,1971,0.304169503,265.40363,74.565
Moonlight Serenade,The Rivieras,1992,0,170.84036,104.529
Put Your Heart Into It,Sherrié Austin,1997,0.246865094,156.26404,115.889
The Family Plot,Monster Movie,2005,0.323112121,102.66077,83.959
Haunted By the Thought of You,Jill Tracy,2008,0.672218574,368.61342,124.539
Maybe It's Tonight,Sandra Oxenryd,2005,nan,180.53179,135.002
I Will Survive (Rezitativ & Introitus),Ammer_ Einheit_ Haage,1995,nan,248.08444,116.073
Lovely Tonight,Joshua Radin,2008,0.621948311,188.08118,99.524
Broken Fang,Beaten Awake,2006,0.401486711,156.26404,146.673
Mama,Holly Williams,2009,0.518340538,172.87791,158.103
Bang The Drum All Day,Todd Rundgren,1982,nan,215.40526,143.141
A Letter To You,Shakin' Stevens,1990,0.586472505,189.72689,136.53
Been to Hell: [Zippo Songs],Phil Kline,2004,0.194487848,150.62159,109.972
It's Not What You Know,New Fast Automatic Daffodils,1992,0.363208364,247.27465,177.983
Hang On To Your Ego (Stereo Backing Track),The Beach Boys,1997,nan,203.36281,115.794
Rock You,Kool Moe Dee,1987,0.483249215,237.24363,184.061
Save Yourself (Album Version),Coal Chamber,2003,nan,206.49751,101.935
Angel Of Germany,2raumwohnung,2009,0.579728749,208.61342,99.979
Make Love (Acappella),Uniting Nations,2005,0.345802234,39.78404,128.691
More & More,Streetwize,2004,nan,296.61995,139.361
Tommy The Cat,Primus,1990,0.873316452,254.01424,86.127
Dignity,The Grinning Plowman,1987,0,94.51057,155.44
The Gentle Preservation of Children's Minds,Irving,2006,nan,366.75873,130.901
Radio,Vienna Teng,2009,0.549998637,252.96934,113.974
Portland,Onelinedrawing,2004,0.440793674,283.16689,116.095
18 Primaveras,Los Chunguitos,2001,nan,227.7873,177.86
Oh My God,Barbie Bangkok,2004,0,151.37914,112.5
I Was A Man,Jape,2008,0.467365631,270.96771,119.982
Bula Bula,Mabulu,2005,nan,224.05179,188.204
Moonshot (LP Version),Rick Braun,1998,nan,294.922,84.773
Caiti,Elektrochemie,2007,0.323112121,343.14404,125.112
Bored To Tears,Black Label Society,1998,nan,268.40771,165.217
What It Takes,Overkill,2007,0.644699855,268.43383,191.147
The Perfect Crime,Apollo 440,1999,0.567184226,362.31791,91.716
Imagination,Art Pepper,1996,nan,357.48526,82.762
Zure albotik urrun banago,Su ta gar,1999,0.299877488,287.81669,100.018
Fix,Blackstreet / Ol' Dirty Bastard,1996,0.545964693,247.03955,92.67
Take The Long Way Home,Supertramp,1979,nan,300.40771,163.877
Ready Teddy / Diana / Shake Rattle And Roll,James Last,1998,nan,204.9824,110.344
Winners Take All,Aesop Rock,2005,0.566707642,286.30159,110.725
Right Now featuring Marlena Shaw,Nathan Haines,2007,0.247680604,380.55138,122.036
Dynamite,Edward Shearmur,2004,0.417313803,146.62485,80.944
Hunter,Joseph Arthur,2008,0.427582886,213.89016,81.296
A Escondidas de Todos,Eddie Santiago,1991,nan,228.33587,174.974
Is It True,Sugar Minott,2005,nan,194.24608,157.132
Birthmark,Akon,2008,0.6517464,263.20934,163.849
Red's Childhood Memories,Louisiana Red,1999,nan,135.96689,65.994
All Hands Against His Own,The Black Keys,2004,0.766289919,196.91057,115.367
Crashed,Daughtry,2006,nan,210.20689,147.972
Disease_ Injury_ Madness,Between The Buried And Me,2009,0.671410131,662.96118,119.905
Quand L'Oiseau Chante,Michel Fugain,1969,nan,171.49342,61.83
Head To Toe,Kings Of Leon,2005,0.642646818,126.11873,165.771
Death and Insanity,Hallows Eve,1986,nan,141.00853,97.135
Duke Of Earl - Original,Ken Boothe,1994,nan,227.49995,184.146
Montenegro,Cobra Verde,1994,0,271.09832,132.35
Streets Don't Close,Sommerset,2001,0.327736683,253.3873,151.08
River Clyde,6 Day Riot,2007,0.246865094,407.87546,129.469
Keeping The Faith,Billy Joel,1983,nan,293.8771,92.21
Glory to Glory To Glory,Fred Hammond & Radical For Christ,2000,nan,292.33587,89.962
Cheater's Road,Chalee Tennison,2003,0.445454525,208.92689,150.637
The Never Ending Story,Pulp,1987,0.617060403,181.18485,170.572
Weep Not For The Memories,Seamus Egan,1995,nan,300.82567,116.539
Aguas Passadas,Márcio Faraco,2000,0.372530039,287.92118,118.009
Interview With Channel 4,3 Steps Ahead,1997,nan,61.83138,35.434
Death Song,Choking Victim,2000,0.604229231,153.52118,176.902
Somebody Else Is Taking My Place,Mose Allison,1975,0,245.28934,90.944
One - 3,Sidsel Endresen,2006,nan,115.17342,123.926
And What Do You See?,Barry Manilow,1980,nan,219.71546,86.226
CEO Outro,Slick Rick,1999,nan,4.62322,0
"Best & Marsh [12"" Remastered Version]",New Order,1989,0.33888672,270.81098,126.301
Christmas On An Island,Dr. Elmo,2000,0.262308997,179.12118,167.209
Stanza Città,Osanna,1973,nan,109.47873,137.736
Vaggvisa,Allan Edwall,2002,0.437036204,209.29261,117.967
Im On My Way to A Better Place,Chairmen Of The Board,1972,nan,246.17751,115.593
Me haces tanta falta,Los Gigantes Del Vallenato,2002,nan,299.7024,144
Taste,You Me and The Atom Bomb,2006,nan,156.29016,208.52
Sosei,Airscape,2004,nan,419.34322,132.975
Dance,Newsboys,2009,0.508801328,215.71873,140.085
Things You Call Fate,Sondre Lerche,2001,0.534245181,565.41995,166.001
The Seventh Stranger,Duran Duran,1983,0.557313136,321.88036,86.314
Violence,Combat 84,1982,nan,146.52036,88.112
Il tuo cuore è il mio letto,Irene Grandi,2003,0.241045874,238.68036,99.004
Andalucia,Xavier Cugat,1997,nan,155.6371,87.162
You Showed Me,The Turtles,1968,0.720305114,223.58159,90.881
Go Ahead,The Pilgrim Travelers,2000,nan,163.86567,103.746
Appreciation,Bigwig,2001,0.604558096,73.01179,215.543
Téged várlak,Zanzibar,2001,0.215080319,310.43873,99.997
Hold On Thin Line,Ghost Brigade,2007,0.596571198,250.72281,119.015
Bootprints - Hot Chip Remix,King Creosote,2005,0.270775999,228.30975,134.038
Johnny Jet Blast Off,Racebannon,2005,nan,196.98893,92.18
I Still Believe In Christmas Trees,Telstar Ponies,1995,nan,177.24036,107.438
Bad Case Of History,Robyn Hitchcock and The Egyptians,2008,nan,204.90404,177.551
Glitter In Their Eyes,Patti Smith,1999,0.77694865,184.92036,153.869
Bonita Applebum,A Tribe Called Quest,1990,0.958543028,217.23383,91.847
Winter In Madrid,Toots Thielemans,2000,0.327736683,166.60853,114.75
Emotions,MF Grimm,2005,0.299877488,264.28036,88.996
Empty Pocket Blues (LP Version),The Incredible String Band,1966,0.478726288,285.59628,136.463
Revenge Is A Vulture (Album Version),3 Inches Of Blood,2004,0.731397949,206.54975,180.987
Romart,Lightspeed Champion,2010,0.683004892,210.52036,72.223
The Hunger,Marumari,2000,0.413752422,230.81751,240.314
The Art Of Letting Go,Supermayer,2007,0.489038209,131.83955,123.744
Stepped On A Crack,Spin Doctors,1992,0.463489662,313.59955,214.065
Proud,Heather Small,2000,nan,270.602,103.03
Friday Night ,Freaks Jam,2006,nan,348.682,116.671
The Tea,Choklate,2009,nan,290.48118,94.923
I've Got The World On A String,Joe Lovano,1996,0.572920148,259.44771,96.407
Bonnie Bradley,Samantha 7,2000,nan,156.42077,111.351
Need A New Sun Rising,Ronee Blakley,1975,nan,218.01751,99.724
Get It Faster,Jimmy Eat World,2001,nan,262.05995,118.11
One Step Des Chameaux,Amédé Ardoin,1995,0.197850369,171.20608,203.497
Crazy Line,California Sunshine,2010,0.345802234,405.52444,141.983
Let Me,Phoebe Killdeer & The Short Straws,2008,nan,173.21751,105.083
Escale (Interlude),Youssoupha,2009,0.323112121,75.12771,95.049
Down To High Street,Thomas Jefferson Slave Apartments,1995,nan,222.87628,128.66
Marching As To War,Fast Cars,2001,nan,201.74322,168.524
Au-Delà Des Rêves (Tu Es Fou),Gerard Lenorman,2004,0,260.44036,81.916
Mistreated Blues,Lightnin' Hopkins,1953,nan,160.41751,95.276
Back Again,Boy Kill Boy,2006,0.653485878,186.25261,169.919
Waking The Lion,Spirit of the West,1997,0,238.65424,145.349
April Fools,Rufus Wainwright,1998,0.615883998,300.61669,164.85
What A Feeling,Irene Cara,1996,0.785148281,244.53179,122.039
A Poem For Byzantium,Delerium,2001,0.586119115,353.12281,120.019
Butter,Penta,2003,0.246865094,519.28771,145.036
I Adore You,Aural Float,2005,0.386477291,274.15465,219.972
Spacelord,So Fucking What,2009,0.203313209,331.38893,188.329
Prologue,Biosphere,2001,0,17.44934,59.711
MmmHmm ft.Thundercat,Flying Lotus,2010,0.818847507,254.85016,155.574
Airplanes,28 Days,2001,0.235063456,171.44118,116.809
Dear John,Cyndi Lauper,1993,nan,219.8722,89.256
Aim for the Head,Send More Paramedics,2004,nan,8.54159,0
London Plantation,Mad Professor,1987,nan,196.23138,162.216
Turn The Lights Out When I Die,Puressence,1998,0.427582886,243.66975,93.112
Little Trees,Miracle Fortress,2007,0.620703884,264.30649,127.809
Energy Plan For The Western Man,Hall Of Fame,2000,nan,194.95138,171.829
The Big Country,Stanley Black,1963,nan,184.86812,52.754
Snickeboa,Stefan Sundström,2004,nan,385.98485,85.234
I'm A Lonely Stranger (LP Version),Arthur Conley,2007,nan,166.3473,87.654
Sur La Table,Charles Aznavour,1995,nan,153.28608,132.048
Present Voice,Software,1987,0,572.70812,115.406
Diamonds On My Belly,Hafdis Huld,2006,0.304169503,169.69098,147.49
Moonshadow,Mandy Moore,2003,0.570721123,180.00934,130.369
Over The Rainbow,Patti LaBelle,1981,nan,296.04526,87.806
El Madrugador,Omara Portuondo,2004,0.528600514,213.002,83.597
Swing Easy,Maroon Town,1992,0,297.58649,153.973
Hunger Pains (Album Version),Eye To Eye,1982,nan,243.30404,141.258
Top Of The World,The Watchmen,1998,0.372530039,248.99873,124.187
Haters,Mr. Capone-E,2006,0,39.78404,109.617
Dry Lips,Lightspeed Champion,2008,nan,168.95955,120.08
Head On Collision,New Found Glory,2002,nan,227.60444,161.754
Shepherd,Todd Agnew,2003,0.459157901,217.10322,128.639
It's A Test Part. 2,Veto,2006,0.474882706,228.88444,150.004
Eve of Destruction,Johnny Thunders,1996,nan,79.96036,113.817
Don't Fall In Love,Danko Jones,2006,0.765521073,206.18404,131.972
My Idea,Eddie Boyd,1966,0,180.13995,151.784
Miss You,Enrique Iglesias,2007,0.720671458,201.24689,96.402
Grandma's Groove,Jake Shimabukuro,2006,0.504108255,127.84281,175.625
Gush,Trentemoller,2005,0.607908633,362.60526,112.706
The Saddest Song (Album Version),Streetlight Manifesto,2003,0.764582966,198.73914,144.829
I Just Wanna Rock,Municipal Waste,2007,0.540009277,129.20118,166.628
Capricorn,Orion Rigel Dommisse,2007,nan,238.86322,77.627
We Give our Love,George Duke,1978,0.215080319,273.26649,127.306
Better Off This Way,We Are The Fury,2005,nan,169.9522,105.186
Make The Move,Kenny Loggins,1980,0.498314889,225.43628,164.446
Building Better Bombs,One 21,2001,nan,102.81751,107.785
Faces Of America,Dan Fogelberg,1993,0.398227482,370.20689,156.404
Stupid Love Song,Leeroy Stagger,2005,0.319565987,231.67955,95.005
Feeling The Sun (feat. Sarah-Jane),Jefferson_ Sarah-Jane,2005,0,382.01424,97.993
Night Song,Willie Bobo,1997,0.549091738,163.68281,113.033
Sit Tight,Field Music,2007,0.584724279,186.122,84.318
Hoochie Coochie Girl,Big Bill Morganfield,2003,0.265861049,193.35791,119.39
Carolina Blues,Nathan Abshire,1993,0.418567103,154.67057,106.431
I've Found a New Baby,Lionel Hampton,1991,0.590824065,173.24363,165.29
Senor Blues (20 Bit Mastering),Horace Silver,2005,0.254651318,421.90322,148.754
Still Makin' Moves (feat. Master P),C-Murder/Master P,1999,nan,159.9473,99.37
